t, Reservoir1_Storage, t, Reservoir1_inflow, t, Reservoir2_Storage, t, Reservoir2_inflow, t, User1_Storage, t, myLink_flow, t, User_link_flow, 
1.861029, 0.000000e+00,1.861029, 0.000000e+00,1.861029, 2.844665e+01,1.861029, 0.000000e+00,1.861029, 1.861028e+00,1.861029, 0.000000e+00,1.861029, 1.000000e+00,
1.917215, 0.000000e+00,1.917215, 0.000000e+00,1.917215, 2.839046e+01,1.917215, 0.000000e+00,1.917215, 1.917214e+00,1.917215, 0.000000e+00,1.917215, 1.000000e+00,
1.973402, 0.000000e+00,1.973402, 0.000000e+00,1.973402, 2.833427e+01,1.973402, 0.000000e+00,1.973402, 1.973401e+00,1.973402, 0.000000e+00,1.973402, 1.000000e+00,
2.029588, 0.000000e+00,2.029588, 0.000000e+00,2.029588, 2.827809e+01,2.029588, 0.000000e+00,2.029588, 2.029587e+00,2.029588, 0.000000e+00,2.029588, 1.000000e+00,
2.085775, 0.000000e+00,2.085775, 0.000000e+00,2.085775, 2.822190e+01,2.085775, 0.000000e+00,2.085775, 2.085774e+00,2.085775, 0.000000e+00,2.085775, 1.000000e+00,
2.141962, 0.000000e+00,2.141962, 0.000000e+00,2.141962, 2.816571e+01,2.141962, 0.000000e+00,2.141962, 2.141960e+00,2.141962, 0.000000e+00,2.141962, 1.000000e+00,
2.198148, 0.000000e+00,2.198148, 0.000000e+00,2.198148, 2.810953e+01,2.198148, 0.000000e+00,2.198148, 2.198147e+00,2.198148, 0.000000e+00,2.198148, 1.000000e+00,
2.254335, 0.000000e+00,2.254335, 0.000000e+00,2.254335, 2.805334e+01,2.254335, 0.000000e+00,2.254335, 2.254333e+00,2.254335, 0.000000e+00,2.254335, 1.000000e+00,
2.310521, 0.000000e+00,2.310521, 0.000000e+00,2.310521, 2.799715e+01,2.310521, 0.000000e+00,2.310521, 2.310520e+00,2.310521, 0.000000e+00,2.310521, 1.000000e+00,
2.366708, 0.000000e+00,2.366708, 0.000000e+00,2.366708, 2.794097e+01,2.366708, 0.000000e+00,2.366708, 2.366706e+00,2.366708, 0.000000e+00,2.366708, 1.000000e+00,
2.422894, 0.000000e+00,2.422894, 0.000000e+00,2.422894, 2.788478e+01,2.422894, 0.000000e+00,2.422894, 2.422893e+00,2.422894, 0.000000e+00,2.422894, 1.000000e+00,
2.479081, 0.000000e+00,2.479081, 0.000000e+00,2.479081, 2.782859e+01,2.479081, 0.000000e+00,2.479081, 2.479079e+00,2.479081, 0.000000e+00,2.479081, 1.000000e+00,
2.535267, 0.000000e+00,2.535267, 0.000000e+00,2.535267, 2.777241e+01,2.535267, 0.000000e+00,2.535267, 2.535266e+00,2.535267, 0.000000e+00,2.535267, 1.000000e+00,
2.591454, 0.000000e+00,2.591454, 0.000000e+00,2.591454, 2.771622e+01,2.591454, 0.000000e+00,2.591454, 2.591452e+00,2.591454, 0.000000e+00,2.591454, 1.000000e+00,
2.647641, 0.000000e+00,2.647641, 0.000000e+00,2.647641, 2.766003e+01,2.647641, 0.000000e+00,2.647641, 2.647639e+00,2.647641, 0.000000e+00,2.647641, 1.000000e+00,
2.703827, 0.000000e+00,2.703827, 0.000000e+00,2.703827, 2.760385e+01,2.703827, 0.000000e+00,2.703827, 2.703825e+00,2.703827, 0.000000e+00,2.703827, 1.000000e+00,
2.760014, 0.000000e+00,2.760014, 0.000000e+00,2.760014, 2.754766e+01,2.760014, 0.000000e+00,2.760014, 2.760012e+00,2.760014, 0.000000e+00,2.760014, 1.000000e+00,
2.816200, 0.000000e+00,2.816200, 0.000000e+00,2.816200, 2.749147e+01,2.816200, 0.000000e+00,2.816200, 2.816198e+00,2.816200, 0.000000e+00,2.816200, 1.000000e+00,
2.872387, 0.000000e+00,2.872387, 0.000000e+00,2.872387, 2.743529e+01,2.872387, 0.000000e+00,2.872387, 2.872385e+00,2.872387, 0.000000e+00,2.872387, 1.000000e+00,
2.928573, 0.000000e+00,2.928573, 0.000000e+00,2.928573, 2.737910e+01,2.928573, 0.000000e+00,2.928573, 2.928571e+00,2.928573, 0.000000e+00,2.928573, 1.000000e+00,
2.984760, 0.000000e+00,2.984760, 0.000000e+00,2.984760, 2.732292e+01,2.984760, 0.000000e+00,2.984760, 2.984758e+00,2.984760, 0.000000e+00,2.984760, 1.000000e+00,
3.040947, 0.000000e+00,3.040947, 0.000000e+00,3.040947, 2.726673e+01,3.040947, 0.000000e+00,3.040947, 3.040944e+00,3.040947, 0.000000e+00,3.040947, 1.000000e+00,
3.097133, 0.000000e+00,3.097133, 0.000000e+00,3.097133, 2.721054e+01,3.097133, 0.000000e+00,3.097133, 3.097131e+00,3.097133, 0.000000e+00,3.097133, 1.000000e+00,
3.153320, 0.000000e+00,3.153320, 0.000000e+00,3.153320, 2.715436e+01,3.153320, 0.000000e+00,3.153320, 3.153317e+00,3.153320, 0.000000e+00,3.153320, 1.000000e+00,
3.209506, 0.000000e+00,3.209506, 0.000000e+00,3.209506, 2.709817e+01,3.209506, 0.000000e+00,3.209506, 3.209504e+00,3.209506, 0.000000e+00,3.209506, 1.000000e+00,
3.265693, 0.000000e+00,3.265693, 0.000000e+00,3.265693, 2.704198e+01,3.265693, 0.000000e+00,3.265693, 3.265691e+00,3.265693, 0.000000e+00,3.265693, 1.000000e+00,
3.321879, 0.000000e+00,3.321879, 0.000000e+00,3.321879, 2.698580e+01,3.321879, 0.000000e+00,3.321879, 3.321877e+00,3.321879, 0.000000e+00,3.321879, 1.000000e+00,
3.378066, 0.000000e+00,3.378066, 0.000000e+00,3.378066, 2.692961e+01,3.378066, 0.000000e+00,3.378066, 3.378064e+00,3.378066, 0.000000e+00,3.378066, 1.000000e+00,
3.434252, 0.000000e+00,3.434252, 0.000000e+00,3.434252, 2.687342e+01,3.434252, 0.000000e+00,3.434252, 3.434250e+00,3.434252, 0.000000e+00,3.434252, 1.000000e+00,
3.490439, 0.000000e+00,3.490439, 0.000000e+00,3.490439, 2.681724e+01,3.490439, 0.000000e+00,3.490439, 3.490437e+00,3.490439, 0.000000e+00,3.490439, 1.000000e+00,
3.546626, 0.000000e+00,3.546626, 0.000000e+00,3.546626, 2.676105e+01,3.546626, 0.000000e+00,3.546626, 3.546623e+00,3.546626, 0.000000e+00,3.546626, 1.000000e+00,
3.602812, 0.000000e+00,3.602812, 0.000000e+00,3.602812, 2.670486e+01,3.602812, 0.000000e+00,3.602812, 3.602810e+00,3.602812, 0.000000e+00,3.602812, 1.000000e+00,
3.658999, 0.000000e+00,3.658999, 0.000000e+00,3.658999, 2.664868e+01,3.658999, 0.000000e+00,3.658999, 3.658996e+00,3.658999, 0.000000e+00,3.658999, 1.000000e+00,
3.715185, 0.000000e+00,3.715185, 0.000000e+00,3.715185, 2.659249e+01,3.715185, 0.000000e+00,3.715185, 3.715183e+00,3.715185, 0.000000e+00,3.715185, 1.000000e+00,
3.771372, 0.000000e+00,3.771372, 0.000000e+00,3.771372, 2.653630e+01,3.771372, 0.000000e+00,3.771372, 3.771369e+00,3.771372, 0.000000e+00,3.771372, 1.000000e+00,
3.827558, 0.000000e+00,3.827558, 0.000000e+00,3.827558, 2.648012e+01,3.827558, 0.000000e+00,3.827558, 3.827556e+00,3.827558, 0.000000e+00,3.827558, 1.000000e+00,
3.883745, 0.000000e+00,3.883745, 0.000000e+00,3.883745, 2.642393e+01,3.883745, 0.000000e+00,3.883745, 3.883742e+00,3.883745, 0.000000e+00,3.883745, 1.000000e+00,
3.939931, 0.000000e+00,3.939931, 0.000000e+00,3.939931, 2.636774e+01,3.939931, 0.000000e+00,3.939931, 3.939929e+00,3.939931, 0.000000e+00,3.939931, 1.000000e+00,
3.996118, 0.000000e+00,3.996118, 0.000000e+00,3.996118, 2.631156e+01,3.996118, 0.000000e+00,3.996118, 3.996115e+00,3.996118, 0.000000e+00,3.996118, 1.000000e+00,
4.052305, 0.000000e+00,4.052305, 0.000000e+00,4.052305, 2.625537e+01,4.052305, 0.000000e+00,4.052305, 4.052302e+00,4.052305, 0.000000e+00,4.052305, 1.000000e+00,
4.108491, 0.000000e+00,4.108491, 0.000000e+00,4.108491, 2.619918e+01,4.108491, 0.000000e+00,4.108491, 4.108488e+00,4.108491, 0.000000e+00,4.108491, 1.000000e+00,
4.164678, 0.000000e+00,4.164678, 0.000000e+00,4.164678, 2.614300e+01,4.164678, 0.000000e+00,4.164678, 4.164675e+00,4.164678, 0.000000e+00,4.164678, 1.000000e+00,
4.220864, 0.000000e+00,4.220864, 0.000000e+00,4.220864, 2.608681e+01,4.220864, 0.000000e+00,4.220864, 4.220861e+00,4.220864, 0.000000e+00,4.220864, 1.000000e+00,
4.277051, 0.000000e+00,4.277051, 0.000000e+00,4.277051, 2.603063e+01,4.277051, 0.000000e+00,4.277051, 4.277048e+00,4.277051, 0.000000e+00,4.277051, 1.000000e+00,
4.333237, 0.000000e+00,4.333237, 0.000000e+00,4.333237, 2.597444e+01,4.333237, 0.000000e+00,4.333237, 4.333234e+00,4.333237, 0.000000e+00,4.333237, 1.000000e+00,
4.389424, 0.000000e+00,4.389424, 0.000000e+00,4.389424, 2.591825e+01,4.389424, 0.000000e+00,4.389424, 4.389421e+00,4.389424, 0.000000e+00,4.389424, 1.000000e+00,
4.445610, 0.000000e+00,4.445610, 0.000000e+00,4.445610, 2.586207e+01,4.445610, 0.000000e+00,4.445610, 4.445607e+00,4.445610, 0.000000e+00,4.445610, 1.000000e+00,
4.501797, 0.000000e+00,4.501797, 0.000000e+00,4.501797, 2.580588e+01,4.501797, 0.000000e+00,4.501797, 4.501794e+00,4.501797, 0.000000e+00,4.501797, 1.000000e+00,
4.557984, 0.000000e+00,4.557984, 0.000000e+00,4.557984, 2.574969e+01,4.557984, 0.000000e+00,4.557984, 4.557980e+00,4.557984, 0.000000e+00,4.557984, 1.000000e+00,
4.614170, 0.000000e+00,4.614170, 0.000000e+00,4.614170, 2.569351e+01,4.614170, 0.000000e+00,4.614170, 4.614167e+00,4.614170, 0.000000e+00,4.614170, 1.000000e+00,
4.670357, 0.000000e+00,4.670357, 0.000000e+00,4.670357, 2.563732e+01,4.670357, 0.000000e+00,4.670357, 4.670354e+00,4.670357, 0.000000e+00,4.670357, 1.000000e+00,
4.726543, 0.000000e+00,4.726543, 0.000000e+00,4.726543, 2.558113e+01,4.726543, 0.000000e+00,4.726543, 4.726540e+00,4.726543, 0.000000e+00,4.726543, 1.000000e+00,
4.782730, 0.000000e+00,4.782730, 0.000000e+00,4.782730, 2.552495e+01,4.782730, 0.000000e+00,4.782730, 4.782727e+00,4.782730, 0.000000e+00,4.782730, 1.000000e+00,
4.838916, 0.000000e+00,4.838916, 0.000000e+00,4.838916, 2.546876e+01,4.838916, 0.000000e+00,4.838916, 4.838913e+00,4.838916, 0.000000e+00,4.838916, 1.000000e+00,
4.895103, 0.000000e+00,4.895103, 0.000000e+00,4.895103, 2.541257e+01,4.895103, 0.000000e+00,4.895103, 4.895100e+00,4.895103, 0.000000e+00,4.895103, 1.000000e+00,
4.951289, 0.000000e+00,4.951289, 0.000000e+00,4.951289, 2.535639e+01,4.951289, 0.000000e+00,4.951289, 4.951286e+00,4.951289, 0.000000e+00,4.951289, 1.000000e+00,
5.007476, 0.000000e+00,5.007476, 0.000000e+00,5.007476, 2.530020e+01,5.007476, 0.000000e+00,5.007476, 5.007473e+00,5.007476, 0.000000e+00,5.007476, 1.000000e+00,
5.063663, 0.000000e+00,5.063663, 0.000000e+00,5.063663, 2.524401e+01,5.063663, 0.000000e+00,5.063663, 5.063659e+00,5.063663, 0.000000e+00,5.063663, 1.000000e+00,
5.119849, 0.000000e+00,5.119849, 0.000000e+00,5.119849, 2.518783e+01,5.119849, 0.000000e+00,5.119849, 5.119846e+00,5.119849, 0.000000e+00,5.119849, 1.000000e+00,
5.176036, 0.000000e+00,5.176036, 0.000000e+00,5.176036, 2.513164e+01,5.176036, 0.000000e+00,5.176036, 5.176032e+00,5.176036, 0.000000e+00,5.176036, 1.000000e+00,
5.232222, 0.000000e+00,5.232222, 0.000000e+00,5.232222, 2.507545e+01,5.232222, 0.000000e+00,5.232222, 5.232219e+00,5.232222, 0.000000e+00,5.232222, 1.000000e+00,
5.288409, 0.000000e+00,5.288409, 0.000000e+00,5.288409, 2.501927e+01,5.288409, 0.000000e+00,5.288409, 5.288405e+00,5.288409, 0.000000e+00,5.288409, 1.000000e+00,
5.344595, 0.000000e+00,5.344595, 0.000000e+00,5.344595, 2.496308e+01,5.344595, 0.000000e+00,5.344595, 5.344592e+00,5.344595, 0.000000e+00,5.344595, 1.000000e+00,
5.400782, 0.000000e+00,5.400782, 0.000000e+00,5.400782, 2.490689e+01,5.400782, 0.000000e+00,5.400782, 5.400778e+00,5.400782, 0.000000e+00,5.400782, 1.000000e+00,
5.456968, 0.000000e+00,5.456968, 0.000000e+00,5.456968, 2.485071e+01,5.456968, 0.000000e+00,5.456968, 5.456965e+00,5.456968, 0.000000e+00,5.456968, 1.000000e+00,
5.513155, 0.000000e+00,5.513155, 0.000000e+00,5.513155, 2.479452e+01,5.513155, 0.000000e+00,5.513155, 5.513151e+00,5.513155, 0.000000e+00,5.513155, 1.000000e+00,
5.569342, 0.000000e+00,5.569342, 0.000000e+00,5.569342, 2.473834e+01,5.569342, 0.000000e+00,5.569342, 5.569338e+00,5.569342, 0.000000e+00,5.569342, 1.000000e+00,
5.625528, 0.000000e+00,5.625528, 0.000000e+00,5.625528, 2.468215e+01,5.625528, 0.000000e+00,5.625528, 5.625524e+00,5.625528, 0.000000e+00,5.625528, 1.000000e+00,
5.681715, 0.000000e+00,5.681715, 0.000000e+00,5.681715, 2.462596e+01,5.681715, 0.000000e+00,5.681715, 5.681711e+00,5.681715, 0.000000e+00,5.681715, 1.000000e+00,
5.737901, 0.000000e+00,5.737901, 0.000000e+00,5.737901, 2.456978e+01,5.737901, 0.000000e+00,5.737901, 5.737897e+00,5.737901, 0.000000e+00,5.737901, 1.000000e+00,
5.794088, 0.000000e+00,5.794088, 0.000000e+00,5.794088, 2.451359e+01,5.794088, 0.000000e+00,5.794088, 5.794084e+00,5.794088, 0.000000e+00,5.794088, 1.000000e+00,
5.850274, 0.000000e+00,5.850274, 0.000000e+00,5.850274, 2.445740e+01,5.850274, 0.000000e+00,5.850274, 5.850270e+00,5.850274, 0.000000e+00,5.850274, 1.000000e+00,
5.906461, 0.000000e+00,5.906461, 0.000000e+00,5.906461, 2.440122e+01,5.906461, 0.000000e+00,5.906461, 5.906457e+00,5.906461, 0.000000e+00,5.906461, 1.000000e+00,
5.962647, 0.000000e+00,5.962647, 0.000000e+00,5.962647, 2.434503e+01,5.962647, 0.000000e+00,5.962647, 5.962643e+00,5.962647, 0.000000e+00,5.962647, 1.000000e+00,
6.018834, 0.000000e+00,6.018834, 0.000000e+00,6.018834, 2.428884e+01,6.018834, 0.000000e+00,6.018834, 6.018830e+00,6.018834, 0.000000e+00,6.018834, 1.000000e+00,
6.075021, 0.000000e+00,6.075021, 0.000000e+00,6.075021, 2.423266e+01,6.075021, 0.000000e+00,6.075021, 6.075017e+00,6.075021, 0.000000e+00,6.075021, 1.000000e+00,
6.131207, 0.000000e+00,6.131207, 0.000000e+00,6.131207, 2.417647e+01,6.131207, 0.000000e+00,6.131207, 6.131203e+00,6.131207, 0.000000e+00,6.131207, 1.000000e+00,
6.187394, 0.000000e+00,6.187394, 0.000000e+00,6.187394, 2.412028e+01,6.187394, 0.000000e+00,6.187394, 6.187390e+00,6.187394, 0.000000e+00,6.187394, 1.000000e+00,
6.243580, 0.000000e+00,6.243580, 0.000000e+00,6.243580, 2.406410e+01,6.243580, 0.000000e+00,6.243580, 6.243576e+00,6.243580, 0.000000e+00,6.243580, 1.000000e+00,
6.299767, 0.000000e+00,6.299767, 0.000000e+00,6.299767, 2.400791e+01,6.299767, 0.000000e+00,6.299767, 6.299763e+00,6.299767, 0.000000e+00,6.299767, 1.000000e+00,
6.355953, 0.000000e+00,6.355953, 0.000000e+00,6.355953, 2.395172e+01,6.355953, 0.000000e+00,6.355953, 6.355949e+00,6.355953, 0.000000e+00,6.355953, 1.000000e+00,
6.412140, 0.000000e+00,6.412140, 0.000000e+00,6.412140, 2.389554e+01,6.412140, 0.000000e+00,6.412140, 6.412136e+00,6.412140, 0.000000e+00,6.412140, 1.000000e+00,
6.468326, 0.000000e+00,6.468326, 0.000000e+00,6.468326, 2.383935e+01,6.468326, 0.000000e+00,6.468326, 6.468322e+00,6.468326, 0.000000e+00,6.468326, 1.000000e+00,
6.524513, 0.000000e+00,6.524513, 0.000000e+00,6.524513, 2.378316e+01,6.524513, 0.000000e+00,6.524513, 6.524509e+00,6.524513, 0.000000e+00,6.524513, 1.000000e+00,
6.580700, 0.000000e+00,6.580700, 0.000000e+00,6.580700, 2.372698e+01,6.580700, 0.000000e+00,6.580700, 6.580695e+00,6.580700, 0.000000e+00,6.580700, 1.000000e+00,
