t, Reservoir1_Storage, t, Reservoir1_inflow, t, Reservoir2_Storage, t, Reservoir2_inflow, t, User1_Storage, t, myLink_flow, t, User_link_flow, 
0.562593, 9.427762e+00,0.562593, 1.000000e+00,0.562593, 1.057224e+01,0.562593, 0.000000e+00,0.562593, 5.625922e-01,0.562593, 1.000000e+01,0.562593, 1.000000e+00,
0.586296, 9.214429e+00,0.586296, 1.000000e+00,0.586296, 1.078557e+01,0.586296, 0.000000e+00,0.586296, 5.862959e-01,0.586296, 1.000000e+01,0.586296, 1.000000e+00,
0.610000, 9.001096e+00,0.610000, 1.000000e+00,0.610000, 1.099890e+01,0.610000, 0.000000e+00,0.610000, 6.099996e-01,0.610000, 1.000000e+01,0.610000, 1.000000e+00,
0.633704, 8.787763e+00,0.633704, 1.000000e+00,0.633704, 1.121224e+01,0.633704, 0.000000e+00,0.633704, 6.337033e-01,0.633704, 1.000000e+01,0.633704, 1.000000e+00,
0.657407, 8.574430e+00,0.657407, 1.000000e+00,0.657407, 1.142557e+01,0.657407, 0.000000e+00,0.657407, 6.574070e-01,0.657407, 1.000000e+01,0.657407, 1.000000e+00,
0.681111, 8.361096e+00,0.681111, 1.000000e+00,0.681111, 1.163890e+01,0.681111, 0.000000e+00,0.681111, 6.811107e-01,0.681111, 1.000000e+01,0.681111, 1.000000e+00,
0.704815, 8.147763e+00,0.704815, 1.000000e+00,0.704815, 1.185224e+01,0.704815, 0.000000e+00,0.704815, 7.048144e-01,0.704815, 1.000000e+01,0.704815, 1.000000e+00,
0.728519, 7.934430e+00,0.728519, 1.000000e+00,0.728519, 1.206557e+01,0.728519, 0.000000e+00,0.728519, 7.285180e-01,0.728519, 1.000000e+01,0.728519, 1.000000e+00,
0.752222, 7.721097e+00,0.752222, 1.000000e+00,0.752222, 1.227890e+01,0.752222, 0.000000e+00,0.752222, 7.522217e-01,0.752222, 1.000000e+01,0.752222, 1.000000e+00,
0.775926, 7.507764e+00,0.775926, 1.000000e+00,0.775926, 1.249224e+01,0.775926, 0.000000e+00,0.775926, 7.759254e-01,0.775926, 1.000000e+01,0.775926, 1.000000e+00,
0.799630, 7.294431e+00,0.799630, 1.000000e+00,0.799630, 1.270557e+01,0.799630, 0.000000e+00,0.799630, 7.996291e-01,0.799630, 1.000000e+01,0.799630, 1.000000e+00,
0.823333, 7.081097e+00,0.823333, 1.000000e+00,0.823333, 1.291890e+01,0.823333, 0.000000e+00,0.823333, 8.233328e-01,0.823333, 1.000000e+01,0.823333, 1.000000e+00,
0.847037, 6.867764e+00,0.847037, 1.000000e+00,0.847037, 1.313224e+01,0.847037, 0.000000e+00,0.847037, 8.470365e-01,0.847037, 1.000000e+01,0.847037, 1.000000e+00,
0.870741, 6.654431e+00,0.870741, 1.000000e+00,0.870741, 1.334557e+01,0.870741, 0.000000e+00,0.870741, 8.707402e-01,0.870741, 1.000000e+01,0.870741, 1.000000e+00,
0.894444, 6.441098e+00,0.894444, 1.000000e+00,0.894444, 1.355890e+01,0.894444, 0.000000e+00,0.894444, 8.944439e-01,0.894444, 1.000000e+01,0.894444, 1.000000e+00,
0.918148, 6.227765e+00,0.918148, 1.000000e+00,0.918148, 1.377224e+01,0.918148, 0.000000e+00,0.918148, 9.181476e-01,0.918148, 1.000000e+01,0.918148, 1.000000e+00,
0.941852, 6.014431e+00,0.941852, 1.000000e+00,0.941852, 1.398557e+01,0.941852, 0.000000e+00,0.941852, 9.418512e-01,0.941852, 1.000000e+01,0.941852, 1.000000e+00,
0.965556, 5.801098e+00,0.965556, 1.000000e+00,0.965556, 1.419890e+01,0.965556, 0.000000e+00,0.965556, 9.655549e-01,0.965556, 1.000000e+01,0.965556, 1.000000e+00,
0.989259, 5.587765e+00,0.989259, 1.000000e+00,0.989259, 1.441223e+01,0.989259, 0.000000e+00,0.989259, 9.892586e-01,0.989259, 1.000000e+01,0.989259, 1.000000e+00,
1.012963, 5.374432e+00,1.012963, 1.000000e+00,1.012963, 1.462557e+01,1.012963, 0.000000e+00,1.012963, 1.012962e+00,1.012963, 1.000000e+01,1.012963, 1.000000e+00,
1.036667, 5.161099e+00,1.036667, 1.000000e+00,1.036667, 1.483890e+01,1.036667, 0.000000e+00,1.036667, 1.036666e+00,1.036667, 1.000000e+01,1.036667, 1.000000e+00,
1.060370, 4.947766e+00,1.060370, 1.000000e+00,1.060370, 1.505223e+01,1.060370, 0.000000e+00,1.060370, 1.060370e+00,1.060370, 1.000000e+01,1.060370, 1.000000e+00,
1.084074, 4.734432e+00,1.084074, 1.000000e+00,1.084074, 1.526557e+01,1.084074, 0.000000e+00,1.084074, 1.084073e+00,1.084074, 1.000000e+01,1.084074, 1.000000e+00,
1.107778, 4.521099e+00,1.107778, 1.000000e+00,1.107778, 1.547890e+01,1.107778, 0.000000e+00,1.107778, 1.107777e+00,1.107778, 1.000000e+01,1.107778, 1.000000e+00,
1.131481, 4.307766e+00,1.131481, 1.000000e+00,1.131481, 1.569223e+01,1.131481, 0.000000e+00,1.131481, 1.131481e+00,1.131481, 1.000000e+01,1.131481, 1.000000e+00,
1.155185, 4.094433e+00,1.155185, 1.000000e+00,1.155185, 1.590557e+01,1.155185, 0.000000e+00,1.155185, 1.155184e+00,1.155185, 1.000000e+01,1.155185, 1.000000e+00,
1.178889, 3.881100e+00,1.178889, 1.000000e+00,1.178889, 1.611890e+01,1.178889, 0.000000e+00,1.178889, 1.178888e+00,1.178889, 1.000000e+01,1.178889, 1.000000e+00,
1.202593, 3.667766e+00,1.202593, 1.000000e+00,1.202593, 1.633223e+01,1.202593, 0.000000e+00,1.202593, 1.202592e+00,1.202593, 1.000000e+01,1.202593, 1.000000e+00,
1.226296, 3.454433e+00,1.226296, 1.000000e+00,1.226296, 1.654557e+01,1.226296, 0.000000e+00,1.226296, 1.226295e+00,1.226296, 1.000000e+01,1.226296, 1.000000e+00,
1.250000, 3.241100e+00,1.250000, 1.000000e+00,1.250000, 1.675890e+01,1.250000, 0.000000e+00,1.250000, 1.249999e+00,1.250000, 1.000000e+01,1.250000, 1.000000e+00,
1.273704, 3.027767e+00,1.273704, 1.000000e+00,1.273704, 1.697223e+01,1.273704, 0.000000e+00,1.273704, 1.273703e+00,1.273704, 1.000000e+01,1.273704, 1.000000e+00,
1.297407, 2.814434e+00,1.297407, 1.000000e+00,1.297407, 1.718557e+01,1.297407, 0.000000e+00,1.297407, 1.297407e+00,1.297407, 1.000000e+01,1.297407, 1.000000e+00,
1.321111, 2.601101e+00,1.321111, 1.000000e+00,1.321111, 1.739890e+01,1.321111, 0.000000e+00,1.321111, 1.321110e+00,1.321111, 1.000000e+01,1.321111, 1.000000e+00,
1.344815, 2.387767e+00,1.344815, 1.000000e+00,1.344815, 1.761223e+01,1.344815, 0.000000e+00,1.344815, 1.344814e+00,1.344815, 1.000000e+01,1.344815, 1.000000e+00,
1.368519, 2.174434e+00,1.368519, 1.000000e+00,1.368519, 1.782557e+01,1.368519, 0.000000e+00,1.368519, 1.368518e+00,1.368519, 1.000000e+01,1.368519, 1.000000e+00,
1.392222, 1.961101e+00,1.392222, 1.000000e+00,1.392222, 1.803890e+01,1.392222, 0.000000e+00,1.392222, 1.392221e+00,1.392222, 1.000000e+01,1.392222, 1.000000e+00,
1.415926, 1.747768e+00,1.415926, 1.000000e+00,1.415926, 1.825223e+01,1.415926, 0.000000e+00,1.415926, 1.415925e+00,1.415926, 1.000000e+01,1.415926, 1.000000e+00,
1.439630, 1.534435e+00,1.439630, 1.000000e+00,1.439630, 1.846557e+01,1.439630, 0.000000e+00,1.439630, 1.439629e+00,1.439630, 1.000000e+01,1.439630, 1.000000e+00,
1.463333, 1.321101e+00,1.463333, 1.000000e+00,1.463333, 1.867890e+01,1.463333, 0.000000e+00,1.463333, 1.463332e+00,1.463333, 1.000000e+01,1.463333, 1.000000e+00,
1.487037, 1.107768e+00,1.487037, 1.000000e+00,1.487037, 1.889223e+01,1.487037, 0.000000e+00,1.487037, 1.487036e+00,1.487037, 1.000000e+01,1.487037, 1.000000e+00,
1.510741, 8.944351e-01,1.510741, 1.000000e+00,1.510741, 1.910556e+01,1.510741, 0.000000e+00,1.510741, 1.510740e+00,1.510741, 1.000000e+01,1.510741, 1.000000e+00,
1.534444, 6.811019e-01,1.534444, 1.000000e+00,1.534444, 1.931890e+01,1.534444, 0.000000e+00,1.534444, 1.534443e+00,1.534444, 1.000000e+01,1.534444, 1.000000e+00,
1.558148, 4.677687e-01,1.558148, 1.000000e+00,1.558148, 1.953223e+01,1.558148, 0.000000e+00,1.558148, 1.558147e+00,1.558148, 1.000000e+01,1.558148, 1.000000e+00,
1.581852, 2.544355e-01,1.581852, 1.000000e+00,1.581852, 1.974556e+01,1.581852, 0.000000e+00,1.581852, 1.581851e+00,1.581852, 1.000000e+01,1.581852, 1.000000e+00,
1.605556, 4.110233e-02,1.605556, 1.000000e+00,1.605556, 1.995890e+01,1.605556, 0.000000e+00,1.605556, 1.605555e+00,1.605556, 1.000000e+01,1.605556, 1.000000e+00,
1.629259, -1.722309e-01,1.629259, 1.000000e+00,1.629259, 2.017223e+01,1.629259, 0.000000e+00,1.629259, 1.629258e+00,1.629259, 1.000000e+01,1.629259, 1.000000e+00,
1.652963, 0.000000e+00,1.652963, 1.000000e+00,1.652963, 2.017223e+01,1.652963, 0.000000e+00,1.652963, 1.652962e+00,1.652963, 1.000000e+00,1.652963, 1.000000e+00,
1.684568, 0.000000e+00,1.684568, 1.000000e+00,1.684568, 2.017223e+01,1.684568, 0.000000e+00,1.684568, 1.684567e+00,1.684568, 1.000000e+00,1.684568, 1.000000e+00,
1.726708, 0.000000e+00,1.726708, 1.000000e+00,1.726708, 2.017223e+01,1.726708, 0.000000e+00,1.726708, 1.726707e+00,1.726708, 1.000000e+00,1.726708, 1.000000e+00,
1.782894, 0.000000e+00,1.782894, 1.000000e+00,1.782894, 2.017223e+01,1.782894, 0.000000e+00,1.782894, 1.782893e+00,1.782894, 1.000000e+00,1.782894, 1.000000e+00,
1.839081, 0.000000e+00,1.839081, 1.000000e+00,1.839081, 2.017223e+01,1.839081, 0.000000e+00,1.839081, 1.839080e+00,1.839081, 1.000000e+00,1.839081, 1.000000e+00,
1.895267, 0.000000e+00,1.895267, 1.000000e+00,1.895267, 2.017223e+01,1.895267, 0.000000e+00,1.895267, 1.895266e+00,1.895267, 1.000000e+00,1.895267, 1.000000e+00,
1.951454, 0.000000e+00,1.951454, 1.000000e+00,1.951454, 2.017223e+01,1.951454, 0.000000e+00,1.951454, 1.951453e+00,1.951454, 1.000000e+00,1.951454, 1.000000e+00,
2.007641, 0.000000e+00,2.007641, 1.000000e+00,2.007641, 2.017223e+01,2.007641, 0.000000e+00,2.007641, 2.007639e+00,2.007641, 1.000000e+00,2.007641, 1.000000e+00,
2.063827, 0.000000e+00,2.063827, 1.000000e+00,2.063827, 2.017223e+01,2.063827, 0.000000e+00,2.063827, 2.063826e+00,2.063827, 1.000000e+00,2.063827, 1.000000e+00,
2.120014, 0.000000e+00,2.120014, 1.000000e+00,2.120014, 2.017223e+01,2.120014, 0.000000e+00,2.120014, 2.120012e+00,2.120014, 1.000000e+00,2.120014, 1.000000e+00,
2.176200, 0.000000e+00,2.176200, 1.000000e+00,2.176200, 2.017223e+01,2.176200, 0.000000e+00,2.176200, 2.176199e+00,2.176200, 1.000000e+00,2.176200, 1.000000e+00,
2.232387, 0.000000e+00,2.232387, 1.000000e+00,2.232387, 2.017223e+01,2.232387, 0.000000e+00,2.232387, 2.232385e+00,2.232387, 1.000000e+00,2.232387, 1.000000e+00,
2.288573, 0.000000e+00,2.288573, 1.000000e+00,2.288573, 2.017223e+01,2.288573, 0.000000e+00,2.288573, 2.288572e+00,2.288573, 1.000000e+00,2.288573, 1.000000e+00,
2.344760, 0.000000e+00,2.344760, 1.000000e+00,2.344760, 2.017223e+01,2.344760, 0.000000e+00,2.344760, 2.344758e+00,2.344760, 1.000000e+00,2.344760, 1.000000e+00,
2.400947, 0.000000e+00,2.400947, 1.000000e+00,2.400947, 2.017223e+01,2.400947, 0.000000e+00,2.400947, 2.400945e+00,2.400947, 1.000000e+00,2.400947, 1.000000e+00,
2.457133, 0.000000e+00,2.457133, 1.000000e+00,2.457133, 2.017223e+01,2.457133, 0.000000e+00,2.457133, 2.457131e+00,2.457133, 1.000000e+00,2.457133, 1.000000e+00,
2.513320, 0.000000e+00,2.513320, 1.000000e+00,2.513320, 2.017223e+01,2.513320, 0.000000e+00,2.513320, 2.513318e+00,2.513320, 1.000000e+00,2.513320, 1.000000e+00,
2.569506, 0.000000e+00,2.569506, 1.000000e+00,2.569506, 2.017223e+01,2.569506, 0.000000e+00,2.569506, 2.569504e+00,2.569506, 1.000000e+00,2.569506, 1.000000e+00,
2.625693, 0.000000e+00,2.625693, 1.000000e+00,2.625693, 2.017223e+01,2.625693, 0.000000e+00,2.625693, 2.625691e+00,2.625693, 1.000000e+00,2.625693, 1.000000e+00,
2.681879, 0.000000e+00,2.681879, 1.000000e+00,2.681879, 2.017223e+01,2.681879, 0.000000e+00,2.681879, 2.681877e+00,2.681879, 1.000000e+00,2.681879, 1.000000e+00,
2.738066, 0.000000e+00,2.738066, 1.000000e+00,2.738066, 2.017223e+01,2.738066, 0.000000e+00,2.738066, 2.738064e+00,2.738066, 1.000000e+00,2.738066, 1.000000e+00,
2.794252, 0.000000e+00,2.794252, 1.000000e+00,2.794252, 2.017223e+01,2.794252, 0.000000e+00,2.794252, 2.794250e+00,2.794252, 1.000000e+00,2.794252, 1.000000e+00,
2.850439, 0.000000e+00,2.850439, 1.000000e+00,2.850439, 2.017223e+01,2.850439, 0.000000e+00,2.850439, 2.850437e+00,2.850439, 1.000000e+00,2.850439, 1.000000e+00,
2.906626, 0.000000e+00,2.906626, 1.000000e+00,2.906626, 2.017223e+01,2.906626, 0.000000e+00,2.906626, 2.906623e+00,2.906626, 1.000000e+00,2.906626, 1.000000e+00,
2.962812, 0.000000e+00,2.962812, 1.000000e+00,2.962812, 2.017223e+01,2.962812, 0.000000e+00,2.962812, 2.962810e+00,2.962812, 1.000000e+00,2.962812, 1.000000e+00,
3.018999, 0.000000e+00,3.018999, 1.000000e+00,3.018999, 2.017223e+01,3.018999, 0.000000e+00,3.018999, 3.018996e+00,3.018999, 1.000000e+00,3.018999, 1.000000e+00,
3.075185, 0.000000e+00,3.075185, 1.000000e+00,3.075185, 2.017223e+01,3.075185, 0.000000e+00,3.075185, 3.075183e+00,3.075185, 1.000000e+00,3.075185, 1.000000e+00,
3.131372, 0.000000e+00,3.131372, 1.000000e+00,3.131372, 2.017223e+01,3.131372, 0.000000e+00,3.131372, 3.131369e+00,3.131372, 1.000000e+00,3.131372, 1.000000e+00,
3.187558, 0.000000e+00,3.187558, 1.000000e+00,3.187558, 2.017223e+01,3.187558, 0.000000e+00,3.187558, 3.187556e+00,3.187558, 1.000000e+00,3.187558, 1.000000e+00,
3.243745, 0.000000e+00,3.243745, 1.000000e+00,3.243745, 2.017223e+01,3.243745, 0.000000e+00,3.243745, 3.243742e+00,3.243745, 1.000000e+00,3.243745, 1.000000e+00,
3.299931, 0.000000e+00,3.299931, 1.000000e+00,3.299931, 2.017223e+01,3.299931, 0.000000e+00,3.299931, 3.299929e+00,3.299931, 1.000000e+00,3.299931, 1.000000e+00,
3.356118, 0.000000e+00,3.356118, 1.000000e+00,3.356118, 2.017223e+01,3.356118, 0.000000e+00,3.356118, 3.356115e+00,3.356118, 1.000000e+00,3.356118, 1.000000e+00,
3.412305, 0.000000e+00,3.412305, 1.000000e+00,3.412305, 2.017223e+01,3.412305, 0.000000e+00,3.412305, 3.412302e+00,3.412305, 1.000000e+00,3.412305, 1.000000e+00,
3.468491, 0.000000e+00,3.468491, 1.000000e+00,3.468491, 2.017223e+01,3.468491, 0.000000e+00,3.468491, 3.468488e+00,3.468491, 1.000000e+00,3.468491, 1.000000e+00,
3.524678, 0.000000e+00,3.524678, 1.000000e+00,3.524678, 2.017223e+01,3.524678, 0.000000e+00,3.524678, 3.524674e+00,3.524678, 1.000000e+00,3.524678, 1.000000e+00,
3.580864, 0.000000e+00,3.580864, 1.000000e+00,3.580864, 2.017223e+01,3.580864, 0.000000e+00,3.580864, 3.580861e+00,3.580864, 1.000000e+00,3.580864, 1.000000e+00,
3.637051, 0.000000e+00,3.637051, 1.000000e+00,3.637051, 2.017223e+01,3.637051, 0.000000e+00,3.637051, 3.637047e+00,3.637051, 1.000000e+00,3.637051, 1.000000e+00,
3.693237, 0.000000e+00,3.693237, 1.000000e+00,3.693237, 2.017223e+01,3.693237, 0.000000e+00,3.693237, 3.693234e+00,3.693237, 1.000000e+00,3.693237, 1.000000e+00,
3.749424, 0.000000e+00,3.749424, 1.000000e+00,3.749424, 2.017223e+01,3.749424, 0.000000e+00,3.749424, 3.749420e+00,3.749424, 1.000000e+00,3.749424, 1.000000e+00,
3.805610, 0.000000e+00,3.805610, 1.000000e+00,3.805610, 2.017223e+01,3.805610, 0.000000e+00,3.805610, 3.805607e+00,3.805610, 1.000000e+00,3.805610, 1.000000e+00,
3.861797, 0.000000e+00,3.861797, 1.000000e+00,3.861797, 2.017223e+01,3.861797, 0.000000e+00,3.861797, 3.861793e+00,3.861797, 1.000000e+00,3.861797, 1.000000e+00,
3.917984, 0.000000e+00,3.917984, 1.000000e+00,3.917984, 2.017223e+01,3.917984, 0.000000e+00,3.917984, 3.917980e+00,3.917984, 1.000000e+00,3.917984, 1.000000e+00,
3.974170, 0.000000e+00,3.974170, 1.000000e+00,3.974170, 2.017223e+01,3.974170, 0.000000e+00,3.974170, 3.974166e+00,3.974170, 1.000000e+00,3.974170, 1.000000e+00,
4.030357, 0.000000e+00,4.030357, 1.000000e+00,4.030357, 2.017223e+01,4.030357, 0.000000e+00,4.030357, 4.030353e+00,4.030357, 1.000000e+00,4.030357, 1.000000e+00,
4.086543, 0.000000e+00,4.086543, 1.000000e+00,4.086543, 2.017223e+01,4.086543, 0.000000e+00,4.086543, 4.086539e+00,4.086543, 1.000000e+00,4.086543, 1.000000e+00,
4.142730, 0.000000e+00,4.142730, 1.000000e+00,4.142730, 2.017223e+01,4.142730, 0.000000e+00,4.142730, 4.142726e+00,4.142730, 1.000000e+00,4.142730, 1.000000e+00,
4.198916, 0.000000e+00,4.198916, 1.000000e+00,4.198916, 2.017223e+01,4.198916, 0.000000e+00,4.198916, 4.198912e+00,4.198916, 1.000000e+00,4.198916, 1.000000e+00,
4.255103, 0.000000e+00,4.255103, 1.000000e+00,4.255103, 2.017223e+01,4.255103, 0.000000e+00,4.255103, 4.255099e+00,4.255103, 1.000000e+00,4.255103, 1.000000e+00,
4.311289, 0.000000e+00,4.311289, 1.000000e+00,4.311289, 2.017223e+01,4.311289, 0.000000e+00,4.311289, 4.311285e+00,4.311289, 1.000000e+00,4.311289, 1.000000e+00,
4.367476, 0.000000e+00,4.367476, 1.000000e+00,4.367476, 2.017223e+01,4.367476, 0.000000e+00,4.367476, 4.367472e+00,4.367476, 1.000000e+00,4.367476, 1.000000e+00,
4.423663, 0.000000e+00,4.423663, 1.000000e+00,4.423663, 2.017223e+01,4.423663, 0.000000e+00,4.423663, 4.423658e+00,4.423663, 1.000000e+00,4.423663, 1.000000e+00,
4.479849, 0.000000e+00,4.479849, 1.000000e+00,4.479849, 2.017223e+01,4.479849, 0.000000e+00,4.479849, 4.479845e+00,4.479849, 1.000000e+00,4.479849, 1.000000e+00,
4.536036, 0.000000e+00,4.536036, 1.000000e+00,4.536036, 2.017223e+01,4.536036, 0.000000e+00,4.536036, 4.536031e+00,4.536036, 1.000000e+00,4.536036, 1.000000e+00,
4.592222, 0.000000e+00,4.592222, 1.000000e+00,4.592222, 2.017223e+01,4.592222, 0.000000e+00,4.592222, 4.592218e+00,4.592222, 1.000000e+00,4.592222, 1.000000e+00,
4.648409, 0.000000e+00,4.648409, 1.000000e+00,4.648409, 2.017223e+01,4.648409, 0.000000e+00,4.648409, 4.648404e+00,4.648409, 1.000000e+00,4.648409, 1.000000e+00,
4.704595, 0.000000e+00,4.704595, 1.000000e+00,4.704595, 2.017223e+01,4.704595, 0.000000e+00,4.704595, 4.704591e+00,4.704595, 1.000000e+00,4.704595, 1.000000e+00,
4.760782, 0.000000e+00,4.760782, 1.000000e+00,4.760782, 2.017223e+01,4.760782, 0.000000e+00,4.760782, 4.760777e+00,4.760782, 1.000000e+00,4.760782, 1.000000e+00,
4.816968, 0.000000e+00,4.816968, 1.000000e+00,4.816968, 2.017223e+01,4.816968, 0.000000e+00,4.816968, 4.816964e+00,4.816968, 1.000000e+00,4.816968, 1.000000e+00,
4.873155, 0.000000e+00,4.873155, 1.000000e+00,4.873155, 2.017223e+01,4.873155, 0.000000e+00,4.873155, 4.873150e+00,4.873155, 1.000000e+00,4.873155, 1.000000e+00,
4.929342, 0.000000e+00,4.929342, 1.000000e+00,4.929342, 2.017223e+01,4.929342, 0.000000e+00,4.929342, 4.929337e+00,4.929342, 1.000000e+00,4.929342, 1.000000e+00,
4.985528, 0.000000e+00,4.985528, 1.000000e+00,4.985528, 2.017223e+01,4.985528, 0.000000e+00,4.985528, 4.985523e+00,4.985528, 1.000000e+00,4.985528, 1.000000e+00,
5.041715, 0.000000e+00,5.041715, 1.000000e+00,5.041715, 2.017223e+01,5.041715, 0.000000e+00,5.041715, 5.041710e+00,5.041715, 1.000000e+00,5.041715, 1.000000e+00,
5.097901, 0.000000e+00,5.097901, 1.000000e+00,5.097901, 2.017223e+01,5.097901, 0.000000e+00,5.097901, 5.097896e+00,5.097901, 1.000000e+00,5.097901, 1.000000e+00,
5.154088, 0.000000e+00,5.154088, 1.000000e+00,5.154088, 2.017223e+01,5.154088, 0.000000e+00,5.154088, 5.154083e+00,5.154088, 1.000000e+00,5.154088, 1.000000e+00,
5.210274, 0.000000e+00,5.210274, 1.000000e+00,5.210274, 2.017223e+01,5.210274, 0.000000e+00,5.210274, 5.210269e+00,5.210274, 1.000000e+00,5.210274, 1.000000e+00,
5.266461, 0.000000e+00,5.266461, 1.000000e+00,5.266461, 2.017223e+01,5.266461, 0.000000e+00,5.266461, 5.266456e+00,5.266461, 1.000000e+00,5.266461, 1.000000e+00,
5.322647, 0.000000e+00,5.322647, 1.000000e+00,5.322647, 2.017223e+01,5.322647, 0.000000e+00,5.322647, 5.322642e+00,5.322647, 1.000000e+00,5.322647, 1.000000e+00,
5.378834, 0.000000e+00,5.378834, 1.000000e+00,5.378834, 2.017223e+01,5.378834, 0.000000e+00,5.378834, 5.378829e+00,5.378834, 1.000000e+00,5.378834, 1.000000e+00,
